"code","description","code_type"
"48237030","OTHER PAPER, PAPERBOARD, CELLULOSE WADDING AND WEBS OF CELLULOSE FIBRES, CUT TO SIZE OR SHAPE; OTHER ARTICLES OF PAPER PULP, PAPER, PAPERBOARD, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES - MOULDED OR PRESSED ARTICLE OF PAPER PULP : ARTICLES MADE OF PA...","l10n_in_hsn"
"48237090","OTHER PAPER, PAPERBOARD, CELLULOSE WADDING AND WEBS OF CELLULOSE FIBRES, CUT TO SIZE OR SHAPE; OTHER ARTICLES OF PAPER PULP, PAPER, PAPERBOARD, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES - MOULDED OR PRESSED ARTICLE OF PAPER PULP : OTHER","l10n_in_hsn"
"48239011","OTHER PAPER, PAPERBOARD, CELLULOSE WADDING AND WEBS OF CELLULOSE FIBRES, CUT TO SIZE OR SHAPE; OTHER ARTICLES OF PAPER PULP, PAPER, PAPERBOARD, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES - OTHER : BRAILLE PAPER, CELLULOSE IN SOLE BOARD OR SHEET; PACKI...","l10n_in_hsn"
"48239012","OTHER PAPER, PAPERBOARD, CELLULOSE WADDING AND WEBS OF CELLULOSE FIBRES, CUT TO SIZE OR SHAPE; OTHER ARTICLES OF PAPER PULP, PAPER, PAPERBOARD, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES - OTHER : BRAILLE PAPER, CELLULOSE IN SOLE BOARD OR SHEET; PACKI...","l10n_in_hsn"
"48239013","OTHER PAPER, PAPERBOARD, CELLULOSE WADDING AND WEBS OF CELLULOSE FIBRES, CUT TO SIZE OR SHAPE; OTHER ARTICLES OF PAPER PULP, PAPER, PAPERBOARD, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES - OTHER : BRAILLE PAPER, CELLULOSE IN SOLE BOARD OR SHEET; PACKI...","l10n_in_hsn"
"48239014","OTHER PAPER, PAPERBOARD, CELLULOSE WADDING AND WEBS OF CELLULOSE FIBRES, CUT TO SIZE OR SHAPE; OTHER ARTICLES OF PAPER PULP, PAPER, PAPERBOARD, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES - OTHER : BRAILLE PAPER, CELLULOSE IN SOLE BOARD OR SHEET; PACKI...","l10n_in_hsn"
"48239015","OTHER PAPER, PAPERBOARD, CELLULOSE WADDING AND WEBS OF CELLULOSE FIBRES, CUT TO SIZE OR SHAPE; OTHER ARTICLES OF PAPER PULP, PAPER, PAPERBOARD, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES - OTHER : BRAILLE PAPER, CELLULOSE IN SOLE BOARD OR SHEET; PACKI...","l10n_in_hsn"
"48239016","OTHER PAPER, PAPERBOARD, CELLULOSE WADDING AND WEBS OF CELLULOSE FIBRES, CUT TO SIZE OR SHAPE; OTHER ARTICLES OF PAPER PULP, PAPER, PAPERBOARD, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES - OTHER : BRAILLE PAPER, CELLULOSE IN SOLE BOARD OR SHEET; PACKI...","l10n_in_hsn"
"48239017","OTHER PAPER, PAPERBOARD, CELLULOSE WADDING AND WEBS OF CELLULOSE FIBRES, CUT TO SIZE OR SHAPE; OTHER ARTICLES OF PAPER PULP, PAPER, PAPERBOARD, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES - OTHER : BRAILLE PAPER, CELLULOSE IN SOLE BOARD OR SHEET; PACKI...","l10n_in_hsn"
"48239018","OTHER PAPER, PAPERBOARD, CELLULOSE WADDING AND WEBS OF CELLULOSE FIBRES, CUT TO SIZE OR SHAPE; OTHER ARTICLES OF PAPER PULP, PAPER, PAPERBOARD, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES - OTHER : BRAILLE PAPER, CELLULOSE IN SOLE BOARD OR SHEET; PACKI...","l10n_in_hsn"
"48239019","OTHER PAPER, PAPERBOARD, CELLULOSE WADDING AND WEBS OF CELLULOSE FIBRES, CUT TO SIZE OR SHAPE; OTHER ARTICLES OF PAPER PULP, PAPER, PAPERBOARD, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES - OTHER : BRAILLE PAPER, CELLULOSE IN SOLE BOARD OR SHEET; PACKI...","l10n_in_hsn"
"48239021","OTHER PAPER, PAPERBOARD, CELLULOSE WADDING AND WEBS OF CELLULOSE FIBRES, CUT TO SIZE OR SHAPE; OTHER ARTICLES OF PAPER PULP, PAPER, PAPERBOARD, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES - OTHER : PRE-PUNCHED CARDS; MONOTYPE AND NEWSTAPE PAPER IN STRI...","l10n_in_hsn"
"48239022","OTHER PAPER, PAPERBOARD, CELLULOSE WADDING AND WEBS OF CELLULOSE FIBRES, CUT TO SIZE OR SHAPE; OTHER ARTICLES OF PAPER PULP, PAPER, PAPERBOARD, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES - OTHER : PRE-PUNCHED CARDS; MONOTYPE AND NEWSTAPE PAPER IN STRI...","l10n_in_hsn"
"48239023","OTHER PAPER, PAPERBOARD, CELLULOSE WADDING AND WEBS OF CELLULOSE FIBRES, CUT TO SIZE OR SHAPE; OTHER ARTICLES OF PAPER PULP, PAPER, PAPERBOARD, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES - OTHER : PRE-PUNCHED CARDS; MONOTYPE AND NEWSTAPE PAPER IN STRI...","l10n_in_hsn"
"48239030","OTHER PAPER, PAPERBOARD, CELLULOSE WADDING AND WEBS OF CELLULOSE FIBRES, CUT TO SIZE OR SHAPE; OTHER ARTICLES OF PAPER PULP, PAPER, PAPERBOARD, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES - OTHER : PLAIN OR EMBOSSED SEALS MADE OF PAPER, LAMINATED PAPER...","l10n_in_hsn"
"48239090","OTHER PAPER, PAPERBOARD, CELLULOSE WADDING AND WEBS OF CELLULOSE FIBRES, CUT TO SIZE OR SHAPE; OTHER ARTICLES OF PAPER PULP, PAPER, PAPERBOARD, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES - OTHER : OTHER","l10n_in_hsn"
"49011010","PRINTED BOOKS, BROCHURES, LEAFLETS AND SIMILAR PRINTED MATTER, WHETHER OR NOT IN SINGLE SHEETS IN SINGLE SHEETS, WHETHER OR NOT FOLDED : PRINTED BOOKS","l10n_in_hsn"
"49011020","PRINTED BOOKS, BROCHURES, LEAFLETS AND SIMILAR PRINTED MATTER, WHETHER OR NOT IN SINGLE SHEETS IN SINGLE SHEETS, WHETHER OR NOT FOLDED : PAMPHLETS, BOOKLETS, BROCHURES, LEAFLETS AND SIMILAR PRINTED MATTER","l10n_in_hsn"
"49021010","NEWSPAPERS, JOURNALS AND PERIODICALS, WHETHER OR NOT ILLUSTRATED OR CONTAINING ADVERTISING MATERIAL APPEARING AT LEAST FOUR TIMES A WEEK : NEWSPAPERS","l10n_in_hsn"
"49021020","NEWSPAPERS, JOURNALS AND PERIODICALS, WHETHER OR NOT ILLUSTRATED OR CONTAINING ADVERTISING MATERIAL APPEARING AT LEAST FOUR TIMES A WEEK : JOURNALS AND PERIODICALS","l10n_in_hsn"
"49029010","NEWSPAPERS, JOURNALS AND PERIODICALS, WHETHER OR NOT ILLUSTRATED OR CONTAINING ADVERTISING MATERIAL OTHER : NEWSPAPERS","l10n_in_hsn"
"49029020","NEWSPAPERS, JOURNALS AND PERIODICALS, WHETHER OR NOT ILLUSTRATED OR CONTAINING ADVERTISING MATERIAL OTHER : JOURNALS AND PERIODICALS","l10n_in_hsn"
"49030010","CHILDREN'S PICTURE, DRAWING OR COLOURING BOOKS CHILDREN'S PICTURE, DRAWING OR COLOURING BOOKS : PICTURE BOOKS","l10n_in_hsn"
"49030020","CHILDREN'S PICTURE, DRAWING OR COLOURING BOOKS CHILDREN'S PICTURE, DRAWING OR COLOURING BOOKS : DRAWING OR COLOURING BOOKS","l10n_in_hsn"
"49059010","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS~Maps and hydrographic or similar charts of all kinds, including atlases, wall maps, topographical plans and globes, printed~Other :~Geogra...","l10n_in_hsn"
"49059020","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS~Maps and hydrographic or similar charts of all kinds, including atlases, wall maps, topographical plans and globes, printed~Other :~Globe","l10n_in_hsn"
"49059090","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS~Maps and hydrographic or similar charts of all kinds, including atlases, wall maps, topographical plans and globes, printed~Other :~Other","l10n_in_hsn"
"49059910","MAPS AND HYDROGRAPHIC OR SIMILAR CHARTS OF ALL KINDS, INCLUDING ATLASES, WALL MAPS, TOPOGRAPHICAL PLANS AND GLOBES, PRINTED - OTHER : - OTHER: GEOGRAPHICAL, HYDROLOGICAL, ASTRONOMICAL MAPS OR CHARTS","l10n_in_hsn"
"49059990","MAPS AND HYDROGRAPHIC OR SIMILAR CHARTS OF ALL KINDS, INCLUDING ATLASES, WALL MAPS, TOPOGRAPHICAL PLANS AND GLOBES, PRINTED - OTHER : - OTHER: OTHER","l10n_in_hsn"
"49070010","UNUSED POSTAGE, REVENUE OR SIMILAR STAMPS OF CURRENT OR NEW ISSUE IN THE COUNTRY IN WHICH THEY HAVE, OR WILL HAVE, A RECOGNIZED FACE VALUE; STAMP-IMPRESSED PAPER; BANK NOTES; CHEQUE FORMS; STOCK, SHARE OR BOND CERTIFICATES AND SIMILAR DOCUMENTS OF TITLE ...","l10n_in_hsn"
"49070020","UNUSED POSTAGE, REVENUE OR SIMILAR STAMPS OF CURRENT OR NEW ISSUE IN THE COUNTRY IN WHICH THEY HAVE, OR WILL HAVE, A RECOGNIZED FACE VALUE; STAMP-IMPRESSED PAPER; BANK NOTES; CHEQUE FORMS; STOCK, SHARE OR BOND CERTIFICATES AND SIMILAR DOCUMENTS OF TITLE ...","l10n_in_hsn"
"49070030","UNUSED POSTAGE, REVENUE OR SIMILAR STAMPS OF CURRENT OR NEW ISSUE IN THE COUNTRY IN WHICH THEY HAVE, OR WILL HAVE, A RECOGNIZED FACE VALUE; STAMP-IMPRESSED PAPER; BANK NOTES; CHEQUE FORMS; STOCK, SHARE OR BOND CERTIFICATES AND SIMILAR DOCUMENTS OF TITLE ...","l10n_in_hsn"
"49070090","UNUSED POSTAGE, REVENUE OR SIMILAR STAMPS OF CURRENT OR NEW ISSUE IN THE COUNTRY IN WHICH THEY HAVE, OR WILL HAVE, A RECOGNIZED FACE VALUE; STAMP-IMPRESSED PAPER; BANK NOTES; CHEQUE FORMS; STOCK, SHARE OR BOND CERTIFICATES AND SIMILAR DOCUMENTS OF TITLE ...","l10n_in_hsn"
"49090010","PRINTED OR ILLUSTRATED POSTCARDS; PRINTED CARDS BEARING PERSONAL GREETINGS, MESSAGES OR ANNOUNCEMENTS, WHETHER OR NOT ILLUSTRATED, WITH OR WITHOUT ENVELOPES OR TRIMMINGS PRINTED OR ILLUSTRATED POSTCARDS; PRINTED CARDS BEARING PERSONAL GREETINGS, MESSAGES...","l10n_in_hsn"
"49090090","PRINTED OR ILLUSTRATED POSTCARDS; PRINTED CARDS BEARING PERSONAL GREETINGS, MESSAGES OR ANNOUNCEMENTS, WHETHER OR NOT ILLUSTRATED, WITH OR WITHOUT ENVELOPES OR TRIMMINGS PRINTED OR ILLUSTRATED POSTCARDS; PRINTED CARDS BEARING PERSONAL GREETINGS, MESSAGES...","l10n_in_hsn"
"49100010","CALENDARS OF ANY KIND, PRINTED, INCLUDING CALENDAR BLOCKS - CALENDARS OF ANY KIND, PRINTED, INCLUDING CALENDAR BLOCKS : ADVERTISING CALENDAR","l10n_in_hsn"
"49100090","CALENDARS OF ANY KIND, PRINTED, INCLUDING CALENDAR BLOCKS - CALENDARS OF ANY KIND, PRINTED, INCLUDING CALENDAR BLOCKS : OTHER","l10n_in_hsn"
"49111010","OTHER PRINTED MATTER, INCLUDING PRINTED PICTURES AND PHOTOGRAPHS TRADE ADVERTISING MATERIAL, COMMERCIAL CATALOGUES AND THE LIKE : POSTERS, PRINTED","l10n_in_hsn"
"49111020","OTHER PRINTED MATTER, INCLUDING PRINTED PICTURES AND PHOTOGRAPHS TRADE ADVERTISING MATERIAL, COMMERCIAL CATALOGUES AND THE LIKE : COMMERCIAL CATALOGUES","l10n_in_hsn"
"49111030","OTHER PRINTED MATTER, INCLUDING PRINTED PICTURES AND PHOTOGRAPHS TRADE ADVERTISING MATERIAL, COMMERCIAL CATALOGUES AND THE LIKE : PRINTED INLAY CARDS","l10n_in_hsn"
"49111090","OTHER PRINTED MATTER, INCLUDING PRINTED PICTURES AND PHOTOGRAPHS TRADE ADVERTISING MATERIAL, COMMERCIAL CATALOGUES AND THE LIKE : OTHER","l10n_in_hsn"
"49119910","OTHER PRINTED MATTER, INCLUDING PRINTED PICTURES AND PHOTOGRAPHS - OTHER : OTHER : HARD COPY (PRINTED) OF COMPUTER SOFTWARE","l10n_in_hsn"
"49119920","OTHER PRINTED MATTER, INCLUDING PRINTED PICTURES AND PHOTOGRAPHS - OTHER : OTHER : PLAN AND DRAWINGS FOR ARCHITECTURAL ENGINEERING, INDUSTRIAL, COMMERCIAL, TOPOGRAPHICAL OR SIMILAR PURPOSES REPRODUCED WITH THE AID OF COMPUTER OR ANY OTHER DEVICES","l10n_in_hsn"
"49119990","OTHER PRINTED MATTER, INCLUDING PRINTED PICTURES AND PHOTOGRAPHS - OTHER : OTHER : OTHER","l10n_in_hsn"
"50020010","RAW SILK (NOT THROWN) RAW SILK (NOT THROWN) MULBERRY RAW SILK","l10n_in_hsn"
"50020020","RAW SILK (NOT THROWN) RAW SILK (NOT THROWN) MULBERRY DUPION SILK","l10n_in_hsn"
"50020030","RAW SILK (NOT THROWN) RAW SILK (NOT THROWN) NON-MULBERRY SILK","l10n_in_hsn"
"50030010","MULBERRY SILK WASTE","l10n_in_hsn"
"50030020","TUSSAR SILK WASTE","l10n_in_hsn"
"50030030","DRI WASTE","l10n_in_hsn"
"50030040","MUNGA WASTE","l10n_in_hsn"
"50030090","SILK WASTE - OTHER","l10n_in_hsn"
"50031010","SILK WASTE (INCLUDING COCOONS UNSUITABLE FOR REELING, YARN WASTE AND GARNETTED STOCK) NOT CARDED OR COMBED MULBERRY SILK WASTE","l10n_in_hsn"
"50031020","SILK WASTE (INCLUDING COCOONS UNSUITABLE FOR REELING, YARN WASTE AND GARNETTED STOCK) NOT CARDED OR COMBED TUSSAR WASTE","l10n_in_hsn"
"50031090","SILK WASTE (INCLUDING COCOONS UNSUITABLE FOR REELING, YARN WASTE AND GARNETTED STOCK) NOT CARDED OR COMBED OTHER","l10n_in_hsn"
"50039010","SILK WASTE (INCLUDING COCOONS UNSUITABLE FOR REELING, YARN WASTE AND GARNETTED STOCK) - OTHER : MULBERRY SILK WASTE","l10n_in_hsn"
"50039020","SILK WASTE (INCLUDING COCOONS UNSUITABLE FOR REELING, YARN WASTE AND GARNETTED STOCK) - OTHER : TUSSAR WASTE","l10n_in_hsn"
"50039030","SILK WASTE (INCLUDING COCOONS UNSUITABLE FOR REELING, YARN WASTE AND GARNETTED STOCK) - OTHER : ERI WASTE","l10n_in_hsn"
"50039040","SILK WASTE (INCLUDING COCOONS UNSUITABLE FOR REELING, YARN WASTE AND GARNETTED STOCK) - OTHER : MUNGA WASTE","l10n_in_hsn"
"50039090","SILK WASTE (INCLUDING COCOONS UNSUITABLE FOR REELING, YARN WASTE AND GARNETTED STOCK) - OTHER : OTHER","l10n_in_hsn"
"50040010","(OTHER THAN YARN SPUN FROM SILK WASTE) NOT PUT UP FOR RETAIL SALE : 100 PERCENT MULBERRY DUPION SILK YARN","l10n_in_hsn"
"50040090","SILK YARN (OTHER THAN YARN SPUN FROM SILK WASTE) NOT PUT UP FOR RETAIL SALE SILK YARN (OTHER THAN YARN SPUN FROM SILK WASTE) NOT PUT UP FOR RETAIL SALE : OTHER","l10n_in_hsn"
"50050011","YARN SPUN FROM SILK WASTE, NOT PUT UP FOR RETAIL SALE YARN SPUN FROM SILK WASTE, NOT PUT UP FOR RETAIL SALE: - CONTAINING 85 PERCENT OR MORE BY WEIGHT OF SILK WASTE: OTHER THAN NOIL SILK","l10n_in_hsn"
"50050012","YARN SPUN FROM SILK WASTE, NOT PUT UP FOR RETAIL SALE YARN SPUN FROM SILK WASTE, NOT PUT UP FOR RETAIL SALE: - CONTAINING 85 PERCENT OR MORE BY WEIGHT OF SILK WASTE: FROM NOIL SILK","l10n_in_hsn"
"50050021","YARN SPUN FROM SILK WASTE, NOT PUT UP FOR RETAIL SALE YARN SPUN FROM SILK WASTE, NOT PUT UP FOR RETAIL SALE: - CONTAINING LESS THAN 85 PERCENT BY WEIGHT OF SILK : OTHER THAN NOIL SILK","l10n_in_hsn"
"50050022","YARN SPUN FROM SILK WASTE, NOT PUT UP FOR RETAIL SALE YARN SPUN FROM SILK WASTE, NOT PUT UP FOR RETAIL SALE: - CONTAINING LESS THAN 85 PERCENT BY WEIGHT OF SILK : FROM NOIL SILK","l10n_in_hsn"
"50060011","SILK YARN AND YARN SPUN FROM SILK WASTE, PUT UP FOR RETAIL SALE; SILK-WORM GUT SILK YARN AND YARN SPUN FROM SILK WASTE, PUT UP FOR RETAIL SALE; SILK WORM GUT: - SILK YARN : SILK EMBROIDERY THREAD","l10n_in_hsn"
"50060019","SILK YARN AND YARN SPUN FROM SILK WASTE, PUT UP FOR RETAIL SALE; SILK-WORM GUT SILK YARN AND YARN SPUN FROM SILK WASTE, PUT UP FOR RETAIL SALE; SILK WORM GUT: - SILK YARN : OTHER","l10n_in_hsn"
"50060021","SILK YARN AND YARN SPUN FROM SILK WASTE, PUT UP FOR RETAIL SALE; SILK-WORM GUT SILK YARN AND YARN SPUN FROM SILK WASTE, PUT UP FOR RETAIL SALE; SILK WORM GUT: YARN SPUN FROM SILK WASTE CONTAINING 85 PERCENT OR MORE BY WEIGHT OF SILK : SILK EMBROIDERY THR...","l10n_in_hsn"
"50060029","SILK YARN AND YARN SPUN FROM SILK WASTE, PUT UP FOR RETAIL SALE; SILK-WORM GUT SILK YARN AND YARN SPUN FROM SILK WASTE, PUT UP FOR RETAIL SALE; SILK WORM GUT: YARN SPUN FROM SILK WASTE CONTAINING 85 PERCENT OR MORE BY WEIGHT OF SILK : OTHER","l10n_in_hsn"
"50060031","SILK YARN AND YARN SPUN FROM SILK WASTE, PUT UP FOR RETAIL SALE; SILK-WORM GUT SILK YARN AND YARN SPUN FROM SILK WASTE, PUT UP FOR RETAIL SALE; SILK WORM GUT: - YARN SPUN FROM SILK WASTE CONTAINING 85 PERCENT OR LESS BY WEIGHT OF SILK : SPUN FROM SILK WA...","l10n_in_hsn"
"50060032","SILK YARN AND YARN SPUN FROM SILK WASTE, PUT UP FOR RETAIL SALE; SILK-WORM GUT SILK YARN AND YARN SPUN FROM SILK WASTE, PUT UP FOR RETAIL SALE; SILK WORM GUT: - YARN SPUN FROM SILK WASTE CONTAINING 85 PERCENT OR LESS BY WEIGHT OF SILK : YARN SPUN FROM NO...","l10n_in_hsn"
"50060033","SILK YARN AND YARN SPUN FROM SILK WASTE, PUT UP FOR RETAIL SALE; SILK-WORM GUT SILK YARN AND YARN SPUN FROM SILK WASTE, PUT UP FOR RETAIL SALE; SILK WORM GUT: - YARN SPUN FROM SILK WASTE CONTAINING 85 PERCENT OR LESS BY WEIGHT OF SILK : SILK EMBROIDERY T...","l10n_in_hsn"
"50060039","SILK YARN AND YARN SPUN FROM SILK WASTE, PUT UP FOR RETAIL SALE; SILK-WORM GUT SILK YARN AND YARN SPUN FROM SILK WASTE, PUT UP FOR RETAIL SALE; SILK WORM GUT: - YARN SPUN FROM SILK WASTE CONTAINING 85 PERCENT OR LESS BY WEIGHT OF SILK : OTHER","l10n_in_hsn"
"50060090","SILK YARN AND YARN SPUN FROM SILK WASTE, PUT UP FOR RETAIL SALE; SILK-WORM GUT SILK YARN AND YARN SPUN FROM SILK WASTE, PUT UP FOR RETAIL SALE; SILK WORM GUT: OTHER","l10n_in_hsn"
"50072010","WOVEN FABRICS OF SILK OR OF SILK WASTE OTHER FABRICS, CONTAINING 85 PERCENT OR MORE BY WEIGHT OF SILK OR OF SILK WASTE OTHER THAN NOIL SILK: SAREES","l10n_in_hsn"
"50072090","WOVEN FABRICS OF SILK OR OF SILK WASTE OTHER FABRICS, CONTAINING 85 PERCENT OR MORE BY WEIGHT OF SILK OR OF SILK WASTE OTHER THAN NOIL SILK: OTHER","l10n_in_hsn"
"50079010","OTHER HANDLOOM WOVEN FABRICS","l10n_in_hsn"
"50079090","WOVEN FABRICS OF SILK OR OF SILK WASTE - OTHER FABRICS","l10n_in_hsn"
"51021110","FINE OR COARSE ANIMAL HAIR, NOT CARDED OR COMBED FINE ANIMAL HAIR : OF KASHMIR (CASHMERE) GOATS : MARINE ANGORA","l10n_in_hsn"
"51021190","FINE OR COARSE ANIMAL HAIR, NOT CARDED OR COMBED FINE ANIMAL HAIR : OF KASHMIR (CASHMERE) GOATS : OTHER","l10n_in_hsn"
"51021910","FINE OR COARSE ANIMAL HAIR, NOT CARDED OR COMBED FINE ANIMAL HAIR :: OTHER : MARINE ANGORA","l10n_in_hsn"
"51021990","FINE OR COARSE ANIMAL HAIR, NOT CARDED OR COMBED FINE ANIMAL HAIR : OTHER : OTHER","l10n_in_hsn"
"51022010","FINE OR COARSE ANIMAL HAIR, NOT CARDED OR COMBED COARSE ANIMAL HAIR : GOAT HAIR (OTHER THAN ANGORA)","l10n_in_hsn"
"51022090","FINE OR COARSE ANIMAL HAIR, NOT CARDED OR COMBED COARSE ANIMAL HAIR : OTHER (EXCLUDING PIG AND BOAR BRISTLES)","l10n_in_hsn"
"51031010","WASTE OF WOOL OR OF FINE OR COARSE ANIMAL HAIR, INCLUDING YARN WASTE BUT EXCLUDING GARNETTED STOCK NOILS OF WOOL OR OF FINE ANIMAL HAIR : NOILS OF WOOL","l10n_in_hsn"
"51031090","WASTE OF WOOL OR OF FINE OR COARSE ANIMAL HAIR, INCLUDING YARN WASTE BUT EXCLUDING GARNETTED STOCK NOILS OF WOOL OR OF FINE ANIMAL HAIR : OTHER","l10n_in_hsn"
"51032010","WASTE OF WOOL OR OF FINE OR COARSE ANIMAL HAIR, INCLUDING YARN WASTE BUT EXCLUDING GARNETTED STOCK OTHER WASTE OF WOOL OR OF FINE ANIMAL HAIR : WASTE OF SHEEP'S AND LAMB'S WOOL","l10n_in_hsn"
"51032020","WASTE OF WOOL OR OF FINE OR COARSE ANIMAL HAIR, INCLUDING YARN WASTE BUT EXCLUDING GARNETTED STOCK OTHER WASTE OF WOOL OR OF FINE ANIMAL HAIR : YARN WASTE","l10n_in_hsn"
"51032090","WASTE OF WOOL OR OF FINE OR COARSE ANIMAL HAIR, INCLUDING YARN WASTE BUT EXCLUDING GARNETTED STOCK OTHER WASTE OF WOOL OR OF FINE ANIMAL HAIR : OTHER","l10n_in_hsn"
"51040010","GARNETTED STOCK OF WOOL OR OF FINE OR COARSE ANIMAL HAIR - GARNETTED STOCK OF WOOL OR OF FINE OR COARSE ANIMAL HAIR : SHODDY WOOL","l10n_in_hsn"
"51040090","GARNETTED STOCK OF WOOL OR OF FINE OR COARSE ANIMAL HAIR - GARNETTED STOCK OF WOOL OR OF FINE OR COARSE ANIMAL HAIR : OTHER","l10n_in_hsn"
"51052910","WOOL AND FINE OR COARSE ANIMAL HAIR, CARDED OR COMBED (INCLUDING COMBED WOOL IN FRAGMENTS) - WOOL TOPS AND OTHER COMBED WOOL : OTHER : WOOL TOPS","l10n_in_hsn"
"51052990","OOL AND FINE OR COARSE ANIMAL HAIR, CARDED OR COMBED (INCLUDING COMBED WOOL IN FRAGMENTS) - WOOL TOPS AND OTHER COMBED WOOL : OTHER : OTHER","l10n_in_hsn"
"51061010","YARN OF CARDED WOOL, NOT PUT UP FOR RETAIL SALE CONTAINING 85 PERCENT  OR MORE BY WEIGHT OF WOOL : SHODDY WOOLLEN YARN","l10n_in_hsn"
"51061020","YARN OF CARDED WOOL, NOT PUT UP FOR RETAIL SALE CONTAINING 85 PERCENT OR MORE BY WEIGHT OF WOOL : MUNGA WOOLLEN YARN","l10n_in_hsn"
"51061090","YARN OF CARDED WOOL, NOT PUT UP FOR RETAIL SALE CONTAINING 85 PERCENT OR MORE BY WEIGHT OF WOOL : OTHER","l10n_in_hsn"
"51062010","YARN OF CARDED WOOL, NOT PUT UP FOR RETAIL SALE CONTAINING LESS THAN 85 PERCENT BY WEIGHT OF WOOL : SHODDY WOOLLEN YARN","l10n_in_hsn"
"51062020","YARN OF CARDED WOOL, NOT PUT UP FOR RETAIL SALE CONTAINING LESS THAN 85 PERCENT BY WEIGHT OF WOOL : MUNGA WOOLLEN YARN","l10n_in_hsn"
"51062090","YARN OF CARDED WOOL, NOT PUT UP FOR RETAIL SALE CONTAINING LESS THAN 85 PERCENT BY WEIGHT OF WOOL : OTHER","l10n_in_hsn"
"51071010","YARN OF COMBED WOOL, NOT PUT UP FOR RETAIL SALE CONTAINING 85 PERCENT OR MORE BY WEIGHT OF WOOL : WORSTED HOSIERY YARN","l10n_in_hsn"
"51071020","YARN OF COMBED WOOL, NOT PUT UP FOR RETAIL SALE CONTAINING 85 PERCENT OR MORE BY WEIGHT OF WOOL : WORSTED KNITTED YARN","l10n_in_hsn"
"51071030","YARN OF COMBED WOOL, NOT PUT UP FOR RETAIL SALE CONTAINING 85 PERCENT OR MORE BY WEIGHT OF WOOL : WORSTED WEAVING YARN","l10n_in_hsn"
"51071040","YARN OF COMBED WOOL, NOT PUT UP FOR RETAIL SALE CONTAINING 85 PERCENT OR MORE BY WEIGHT OF WOOL : WOOLLEN CARPET YARN","l10n_in_hsn"
"51071090","YARN OF COMBED WOOL, NOT PUT UP FOR RETAIL SALE CONTAINING 85 PERCENT OR MORE BY WEIGHT OF WOOL : OTHER","l10n_in_hsn"
"51072010","YARN OF COMBED WOOL, NOT PUT UP FOR RETAIL SALE CONTAINING LESS THAN 85 PERCENT BY WEIGHT OF WOOL : WORSTED HOSIERY YARN","l10n_in_hsn"
"51072020","YARN OF COMBED WOOL, NOT PUT UP FOR RETAIL SALE CONTAINING LESS THAN 85 PERCENT  BY WEIGHT OF WOOL : WORSTED KNITTED YARN","l10n_in_hsn"
"51072030","YARN OF COMBED WOOL, NOT PUT UP FOR RETAIL SALE CONTAINING LESS THAN 85 PERCENT  BY WEIGHT OF WOOL : WORSTED WEAVING YARN","l10n_in_hsn"
"51072040","YARN OF COMBED WOOL, NOT PUT UP FOR RETAIL SALE CONTAINING LESS THAN 85 PERCENT  BY WEIGHT OF WOOL : WOOLLEN CARPET YARN","l10n_in_hsn"
"51072090","YARN OF COMBED WOOL, NOT PUT UP FOR RETAIL SALE CONTAINING LESS THAN 85 PERCENT BY WEIGHT OF WOOL : OTHER","l10n_in_hsn"
"51091010","YARN OF WOOL OR FINE ANIMAL HAIR, PUT UP FOR RETAIL SALE CONTAINING 85 PERCENT OR MORE BY WEIGHT OF WOOL OR OF FINE ANIMAL HAIR : HOISERY WOOL","l10n_in_hsn"
"51091090","YARN OF WOOL OR FINE ANIMAL HAIR, PUT UP FOR RETAIL SALE CONTAINING 85 PERCENT OR MORE BY WEIGHT OF WOOL OR OF FINE ANIMAL HAIR : OTHER","l10n_in_hsn"
